,Zipcode,Stats,AGE,Below poverty level,Percent below poverty level,Total
1213,60104,Estimate,Under 18 years,572.0,13.1,4355.0
1214,60104,Estimate,Under 5 years,239.0,18.5,1290.0
1215,60104,Margin of Error,18 to 34 years,500.0,10.2,463.0
1216,60104,Margin of Error,18 to 64 years,603.0,5.2,463.0
1217,60104,Margin of Error,35 to 64 years,162.0,2.4,535.0
1218,60104,Margin of Error,5 to 17 years,225.0,7.2,442.0
1219,60104,Margin of Error,60 years and over,162.0,4.2,404.0
1220,60104,Margin of Error,65 years and over,125.0,4.6,363.0
1221,60104,Margin of Error,Related children of householder under 18 years,368.0,8.2,507.0
1222,60104,Margin of Error,Under 18 years,368.0,8.2,506.0
1223,60104,Margin of Error,Under 5 years,195.0,14.2,278.0
1224,60106,Estimate,18 to 34 years,486.0,9.6,5068.0
1225,60106,Estimate,18 to 64 years,932.0,7.3,12756.0
1226,60106,Estimate,35 to 64 years,446.0,5.8,7688.0
1227,60106,Estimate,5 to 17 years,476.0,15.7,3024.0
1228,60106,Estimate,60 years and over,274.0,7.0,3932.0
1229,60106,Estimate,65 years and over,176.0,7.0,2507.0
1230,60106,Estimate,Related children of householder under 18 years,807.0,17.6,4581.0
1231,60106,Estimate,Under 18 years,852.0,18.4,4626.0
1232,60106,Estimate,Under 5 years,376.0,23.5,1602.0
1233,60106,Margin of Error,18 to 34 years,166.0,3.4,549.0
1234,60106,Margin of Error,18 to 64 years,280.0,2.3,608.0
1235,60106,Margin of Error,35 to 64 years,174.0,2.3,565.0
1236,60106,Margin of Error,5 to 17 years,317.0,9.6,445.0
1237,60106,Margin of Error,60 years and over,113.0,2.8,419.0
1238,60106,Margin of Error,65 years and over,71.0,2.8,338.0
1239,60106,Margin of Error,Related children of householder under 18 years,445.0,9.1,562.0
1240,60106,Margin of Error,Under 18 years,442.0,8.9,567.0
1241,60106,Margin of Error,Under 5 years,172.0,10.0,294.0
1242,60107,Estimate,18 to 34 years,501.0,5.7,8807.0
1243,60107,Estimate,18 to 64 years,1843.0,7.3,25302.0
1244,60107,Estimate,35 to 64 years,1342.0,8.1,16495.0
1245,60107,Estimate,5 to 17 years,490.0,6.8,7166.0
1246,60107,Estimate,60 years and over,412.0,5.4,7561.0
1247,60107,Estimate,65 years and over,233.0,4.4,5332.0
1248,60107,Estimate,Related children of householder under 18 years,622.0,6.9,9031.0
1249,60107,Estimate,Under 18 years,622.0,6.9,9031.0
1250,60107,Estimate,Under 5 years,132.0,7.1,1865.0
1251,60107,Margin of Error,18 to 34 years,234.0,2.6,694.0
1252,60107,Margin of Error,18 to 64 years,468.0,1.8,928.0
1253,60107,Margin of Error,35 to 64 years,403.0,2.4,731.0
1254,60107,Margin of Error,5 to 17 years,339.0,4.5,804.0
1255,60107,Margin of Error,60 years and over,180.0,2.3,842.0
1256,60107,Margin of Error,65 years and over,153.0,2.9,810.0
1257,60107,Margin of Error,Related children of householder under 18 years,378.0,4.1,957.0
1258,60107,Margin of Error,Under 18 years,378.0,4.1,957.0
1259,60107,Margin of Error,Under 5 years,109.0,5.9,419.0
1260,60108,Estimate,18 to 34 years,465.0,10.2,4562.0
1261,60108,Estimate,18 to 64 years,954.0,7.2,13327.0
1262,60108,Estimate,35 to 64 years,489.0,5.6,8765.0
1263,60108,Estimate,5 to 17 years,171.0,5.2,3274.0
1264,60108,Estimate,60 years and over,291.0,4.8,6064.0
1265,60108,Estimate,65 years and over,247.0,5.7,4365.0
1266,60108,Estimate,Related children of householder under 18 years,265.0,5.8,4580.0
1267,60108,Estimate,Under 18 years,275.0,6.0,4590.0
1268,60108,Estimate,Under 5 years,104.0,7.9,1316.0
1269,60108,Margin of Error,18 to 34 years,164.0,3.7,567.0
1270,60108,Margin of Error,18 to 64 years,280.0,2.0,666.0
1271,60108,Margin of Error,35 to 64 years,211.0,2.4,366.0
1272,60108,Margin of Error,5 to 17 years,116.0,3.8,444.0
1273,60108,Margin of Error,60 years and over,94.0,1.6,494.0
1274,60108,Margin of Error,65 years and over,84.0,2.0,413.0
1275,60108,Margin of Error,Related children of householder under 18 years,153.0,3.4,429.0
1276,60108,Margin of Error,Under 18 years,154.0,3.4,427.0
1277,60108,Margin of Error,Under 5 years,74.0,5.7,260.0
1278,60109,Estimate,18 to 34 years,13.0,11.0,118.0
1279,60109,Estimate,18 to 64 years,17.0,5.6,305.0
1280,60109,Estimate,35 to 64 years,4.0,2.1,187.0
1281,60109,Estimate,5 to 17 years,0.0,0.0,53.0
1282,60109,Estimate,60 years and over,2.0,1.5,133.0
1283,60109,Estimate,65 years and over,0.0,0.0,86.0
1284,60109,Estimate,Related children of householder under 18 years,12.0,12.9,93.0
1285,60109,Estimate,Under 18 years,12.0,12.9,93.0
1286,60109,Estimate,Under 5 years,12.0,30.0,40.0
1287,60109,Margin of Error,18 to 34 years,16.0,16.9,77.0
1288,60109,Margin of Error,18 to 64 years,19.0,6.6,126.0
1289,60109,Margin of Error,35 to 64 years,7.0,3.6,71.0
1290,60109,Margin of Error,5 to 17 years,12.0,40.7,42.0
1291,60109,Margin of Error,60 years and over,4.0,2.7,50.0
1292,60109,Margin of Error,65 years and over,12.0,30.5,33.0
1293,60109,Margin of Error,Related children of householder under 18 years,15.0,15.4,53.0
1294,60109,Margin of Error,Under 18 years,15.0,15.4,53.0
1295,60109,Margin of Error,Under 5 years,15.0,31.9,31.0
1296,60110,Estimate,18 to 34 years,859.0,9.6,8986.0
1297,60110,Estimate,18 to 64 years,1996.0,8.4,23704.0
1298,60110,Estimate,35 to 64 years,1137.0,7.7,14718.0
1299,60110,Estimate,5 to 17 years,1597.0,18.0,8848.0
1300,60110,Estimate,60 years and over,383.0,7.1,5394.0
1301,60110,Estimate,65 years and over,195.0,5.4,3626.0
1302,60110,Estimate,Related children of householder under 18 years,2303.0,19.8,11637.0
1303,60110,Estimate,Under 18 years,2333.0,20.0,11667.0
1304,60110,Estimate,Under 5 years,736.0,26.1,2819.0
1305,60110,Margin of Error,18 to 34 years,235.0,2.6,776.0
1306,60110,Margin of Error,18 to 64 years,360.0,1.6,980.0
1307,60110,Margin of Error,35 to 64 years,263.0,1.8,721.0
1308,60110,Margin of Error,5 to 17 years,507.0,5.4,755.0
1309,60110,Margin of Error,60 years and over,166.0,3.1,668.0
1310,60110,Margin of Error,65 years and over,99.0,2.9,596.0
1311,60110,Margin of Error,Related children of householder under 18 years,553.0,4.6,658.0
1312,60110,Margin of Error,Under 18 years,561.0,4.7,658.0
1313,60110,Margin of Error,Under 5 years,273.0,7.9,444.0
1314,60111,Estimate,18 to 34 years,0.0,,0.0
1315,60111,Estimate,18 to 64 years,0.0,0.0,47.0
1316,60111,Estimate,35 to 64 years,0.0,0.0,47.0
1317,60111,Estimate,5 to 17 years,0.0,0.0,7.0
1318,60111,Estimate,60 years and over,0.0,0.0,79.0
1319,60111,Estimate,65 years and over,0.0,0.0,70.0
1320,60111,Estimate,Related children of householder under 18 years,0.0,0.0,7.0
1321,60111,Estimate,Under 18 years,0.0,0.0,7.0
1322,60111,Estimate,Under 5 years,0.0,,0.0
1323,60111,Margin of Error,18 to 34 years,12.0,,12.0
1324,60111,Margin of Error,18 to 64 years,12.0,43.3,38.0
1325,60111,Margin of Error,35 to 64 years,12.0,43.3,38.0
1326,60111,Margin of Error,5 to 17 years,12.0,100.0,12.0
1327,60111,Margin of Error,60 years and over,12.0,32.4,56.0
1328,60111,Margin of Error,65 years and over,12.0,35.1,51.0
1329,60111,Margin of Error,Related children of householder under 18 years,12.0,100.0,12.0
1330,60111,Margin of Error,Under 18 years,12.0,100.0,12.0
1331,60111,Margin of Error,Under 5 years,12.0,,12.0
1332,60112,Estimate,18 to 34 years,193.0,13.0,1485.0
1333,60112,Estimate,18 to 64 years,290.0,9.9,2930.0
1334,60112,Estimate,35 to 64 years,97.0,6.7,1445.0
1335,60112,Estimate,5 to 17 years,81.0,10.2,795.0
1336,60112,Estimate,60 years and over,11.0,2.0,561.0
1337,60112,Estimate,65 years and over,11.0,2.8,391.0
1338,60112,Estimate,Related children of householder under 18 years,81.0,6.9,1180.0
1339,60112,Estimate,Under 18 years,81.0,6.9,1180.0
1340,60112,Estimate,Under 5 years,0.0,0.0,385.0
1341,60112,Margin of Error,18 to 34 years,104.0,7.0,239.0
1342,60112,Margin of Error,18 to 64 years,159.0,5.4,284.0
1343,60112,Margin of Error,35 to 64 years,82.0,5.5,229.0
1344,60112,Margin of Error,5 to 17 years,101.0,12.5,160.0
1345,60112,Margin of Error,60 years and over,18.0,3.3,169.0
1346,60112,Margin of Error,65 years and over,18.0,4.7,142.0
1347,60112,Margin of Error,Related children of householder under 18 years,101.0,8.6,189.0
1348,60112,Margin of Error,Under 18 years,101.0,8.6,189.0
1349,60112,Margin of Error,Under 5 years,12.0,8.1,121.0
1350,60113,Estimate,18 to 34 years,3.0,3.4,88.0
1351,60113,Estimate,18 to 64 years,10.0,4.8,210.0
1352,60113,Estimate,35 to 64 years,7.0,5.7,122.0
1353,60113,Estimate,5 to 17 years,3.0,8.1,37.0
1354,60113,Estimate,60 years and over,2.0,3.2,62.0
1355,60113,Estimate,65 years and over,0.0,0.0,45.0
1356,60113,Estimate,Related children of householder under 18 years,3.0,5.6,54.0
1357,60113,Estimate,Under 18 years,3.0,5.6,54.0
1358,60113,Estimate,Under 5 years,0.0,0.0,17.0
1359,60113,Margin of Error,18 to 34 years,5.0,6.0,53.0
1360,60113,Margin of Error,18 to 64 years,12.0,5.5,81.0
1361,60113,Margin of Error,35 to 64 years,9.0,6.9,52.0
1362,60113,Margin of Error,5 to 17 years,5.0,14.4,22.0
1363,60113,Margin of Error,60 years and over,4.0,7.3,24.0
1364,60113,Margin of Error,65 years and over,12.0,44.2,21.0
1365,60113,Margin of Error,Related children of householder under 18 years,5.0,9.7,31.0
1366,60113,Margin of Error,Under 18 years,5.0,9.7,31.0
1367,60113,Margin of Error,Under 5 years,12.0,71.9,17.0
1368,60115,Estimate,18 to 34 years,6516.0,38.1,17101.0
1369,60115,Estimate,18 to 64 years,7689.0,26.4,29115.0
1370,60115,Estimate,35 to 64 years,1173.0,9.8,12014.0
1371,60115,Estimate,5 to 17 years,1897.0,31.7,5989.0
1372,60115,Estimate,60 years and over,382.0,6.8,5616.0
1373,60115,Estimate,65 years and over,240.0,6.1,3905.0
1374,60115,Estimate,Related children of householder under 18 years,2595.0,32.4,8007.0
1375,60115,Estimate,Under 18 years,2679.0,33.1,8091.0
1376,60115,Estimate,Under 5 years,782.0,37.2,2102.0
1377,60115,Margin of Error,18 to 34 years,611.0,3.6,752.0
1378,60115,Margin of Error,18 to 64 years,701.0,2.5,773.0
1379,60115,Margin of Error,35 to 64 years,318.0,2.6,594.0
1380,60115,Margin of Error,5 to 17 years,434.0,6.7,456.0
1381,60115,Margin of Error,60 years and over,125.0,2.3,409.0
1382,60115,Margin of Error,65 years and over,111.0,2.8,367.0
1383,60115,Margin of Error,Related children of householder under 18 years,533.0,6.5,471.0
1384,60115,Margin of Error,Under 18 years,539.0,6.4,476.0
1385,60115,Margin of Error,Under 5 years,227.0,9.4,306.0
1386,60118,Estimate,18 to 34 years,246.0,7.5,3268.0
1387,60118,Estimate,18 to 64 years,498.0,4.9,10126.0
1388,60118,Estimate,35 to 64 years,252.0,3.7,6858.0
1389,60118,Estimate,5 to 17 years,78.0,3.7,2086.0
1390,60118,Estimate,60 years and over,218.0,5.4,4028.0
1391,60118,Estimate,65 years and over,147.0,5.3,2749.0
1392,60118,Estimate,Related children of householder under 18 years,146.0,4.7,3121.0
1393,60118,Estimate,Under 18 years,146.0,4.7,3121.0
1394,60118,Estimate,Under 5 years,68.0,6.6,1035.0
1395,60118,Margin of Error,18 to 34 years,155.0,4.4,495.0
1396,60118,Margin of Error,18 to 64 years,195.0,1.9,524.0
1397,60118,Margin of Error,35 to 64 years,100.0,1.4,486.0
1398,60118,Margin of Error,5 to 17 years,80.0,3.8,332.0
1399,60118,Margin of Error,60 years and over,88.0,2.2,428.0
1400,60118,Margin of Error,65 years and over,80.0,3.0,323.0
1401,60118,Margin of Error,Related children of householder under 18 years,140.0,4.4,538.0
1402,60118,Margin of Error,Under 18 years,140.0,4.4,538.0
1403,60118,Margin of Error,Under 5 years,67.0,6.5,362.0
1404,60119,Estimate,18 to 34 years,23.0,1.3,1762.0
1405,60119,Estimate,18 to 64 years,207.0,3.3,6324.0
1406,60119,Estimate,35 to 64 years,184.0,4.0,4562.0
1407,60119,Estimate,5 to 17 years,98.0,5.5,1783.0
1408,60119,Estimate,60 years and over,86.0,3.2,2676.0
1409,60119,Estimate,65 years and over,86.0,4.9,1769.0
1410,60119,Estimate,Related children of householder under 18 years,4.0,0.2,2198.0
1411,60119,Estimate,Under 18 years,101.0,4.4,2295.0
1412,60119,Estimate,Under 5 years,3.0,0.6,512.0
1413,60119,Margin of Error,18 to 34 years,31.0,1.8,378.0
1414,60119,Margin of Error,18 to 64 years,135.0,2.3,717.0
1415,60119,Margin of Error,35 to 64 years,134.0,3.1,690.0
1416,60119,Margin of Error,5 to 17 years,116.0,5.7,408.0
1417,60119,Margin of Error,60 years and over,63.0,2.5,526.0
1418,60119,Margin of Error,65 years and over,63.0,3.9,501.0
1419,60119,Margin of Error,Related children of householder under 18 years,5.0,0.2,333.0
1420,60119,Margin of Error,Under 18 years,116.0,4.6,397.0
1421,60119,Margin of Error,Under 5 years,4.0,0.8,223.0
1422,60120,Estimate,18 to 34 years,1298.0,10.4,12525.0
1423,60120,Estimate,18 to 64 years,3390.0,10.9,31161.0
1424,60120,Estimate,35 to 64 years,2092.0,11.2,18636.0
1425,60120,Estimate,5 to 17 years,2238.0,22.5,9939.0
1426,60120,Estimate,60 years and over,609.0,8.3,7294.0
1427,60120,Estimate,65 years and over,337.0,7.1,4734.0
1428,60120,Estimate,Related children of householder under 18 years,2740.0,19.5,14052.0
1429,60120,Estimate,Under 18 years,2809.0,19.9,14121.0
1430,60120,Estimate,Under 5 years,571.0,13.7,4182.0
1431,60120,Margin of Error,18 to 34 years,308.0,2.3,849.0
1432,60120,Margin of Error,18 to 64 years,523.0,1.6,1190.0
1433,60120,Margin of Error,35 to 64 years,419.0,2.1,898.0
1434,60120,Margin of Error,5 to 17 years,595.0,5.4,913.0
1435,60120,Margin of Error,60 years and over,226.0,2.9,749.0
1436,60120,Margin of Error,65 years and over,166.0,3.3,558.0
1437,60120,Margin of Error,Related children of householder under 18 years,728.0,4.9,1289.0
1438,60120,Margin of Error,Under 18 years,722.0,4.8,1287.0
1439,60120,Margin of Error,Under 5 years,208.0,4.9,671.0
1440,60123,Estimate,18 to 34 years,1184.0,10.8,10951.0
1441,60123,Estimate,18 to 64 years,2392.0,8.1,29353.0
1442,60123,Estimate,35 to 64 years,1208.0,6.6,18402.0
1443,60123,Estimate,5 to 17 years,1171.0,13.4,8718.0
1444,60123,Estimate,60 years and over,761.0,7.7,9847.0
1445,60123,Estimate,65 years and over,488.0,7.3,6677.0
1446,60123,Estimate,Related children of householder under 18 years,1935.0,16.1,12018.0
1447,60123,Estimate,Under 18 years,1979.0,16.4,12062.0
1448,60123,Estimate,Under 5 years,808.0,24.2,3344.0
1449,60123,Margin of Error,18 to 34 years,331.0,2.7,1065.0
1450,60123,Margin of Error,18 to 64 years,450.0,1.5,1504.0
1451,60123,Margin of Error,35 to 64 years,267.0,1.4,1222.0
1452,60123,Margin of Error,5 to 17 years,374.0,4.1,999.0
1453,60123,Margin of Error,60 years and over,238.0,2.3,1003.0
1454,60123,Margin of Error,65 years and over,208.0,3.0,827.0
1455,60123,Margin of Error,Related children of householder under 18 years,503.0,4.0,1202.0
1456,60123,Margin of Error,Under 18 years,528.0,4.1,1199.0
1457,60123,Margin of Error,Under 5 years,282.0,7.0,484.0
1458,60124,Estimate,18 to 34 years,91.0,2.1,4314.0
1459,60124,Estimate,18 to 64 years,326.0,2.4,13543.0
1460,60124,Estimate,35 to 64 years,235.0,2.5,9229.0
1461,60124,Estimate,5 to 17 years,72.0,2.0,3544.0
1462,60124,Estimate,60 years and over,75.0,1.6,4824.0
1463,60124,Estimate,65 years and over,55.0,1.5,3701.0
1464,60124,Estimate,Related children of householder under 18 years,72.0,1.5,4748.0
1465,60124,Estimate,Under 18 years,72.0,1.5,4748.0
1466,60124,Estimate,Under 5 years,0.0,0.0,1204.0
1467,60124,Margin of Error,18 to 34 years,103.0,2.5,624.0
1468,60124,Margin of Error,18 to 64 years,225.0,1.8,1318.0
1469,60124,Margin of Error,35 to 64 years,160.0,1.9,1205.0
1470,60124,Margin of Error,5 to 17 years,89.0,2.5,520.0
1471,60124,Margin of Error,60 years and over,75.0,1.6,671.0
1472,60124,Margin of Error,65 years and over,68.0,1.8,543.0
1473,60124,Margin of Error,Related children of householder under 18 years,89.0,1.8,465.0
1474,60124,Margin of Error,Under 18 years,89.0,1.8,465.0
1475,60124,Margin of Error,Under 5 years,22.0,2.7,330.0
1476,60126,Estimate,18 to 34 years,350.0,4.6,7552.0
1477,60126,Estimate,18 to 64 years,973.0,3.5,27585.0
1478,60126,Estimate,35 to 64 years,623.0,3.1,20033.0
1479,60126,Estimate,5 to 17 years,357.0,3.9,9095.0
1480,60126,Estimate,60 years and over,456.0,4.2,10953.0
1481,60126,Estimate,65 years and over,341.0,4.4,7828.0
1482,60126,Estimate,Related children of householder under 18 years,361.0,3.0,12133.0
1483,60126,Estimate,Under 18 years,402.0,3.3,12174.0
1484,60126,Estimate,Under 5 years,45.0,1.5,3079.0
1485,60126,Margin of Error,18 to 34 years,173.0,2.2,585.0
1486,60126,Margin of Error,18 to 64 years,247.0,0.9,621.0
1487,60126,Margin of Error,35 to 64 years,156.0,0.8,527.0
1488,60126,Margin of Error,5 to 17 years,142.0,1.5,530.0
1489,60126,Margin of Error,60 years and over,143.0,1.3,718.0
1490,60126,Margin of Error,65 years and over,111.0,1.4,563.0
1491,60126,Margin of Error,Related children of householder under 18 years,157.0,1.3,506.0
1492,60126,Margin of Error,Under 18 years,159.0,1.3,500.0
1493,60126,Margin of Error,Under 5 years,37.0,1.2,365.0
1494,60129,Estimate,18 to 34 years,7.0,15.9,44.0
1495,60129,Estimate,18 to 64 years,13.0,14.1,92.0
1496,60129,Estimate,35 to 64 years,6.0,12.5,48.0
1497,60129,Estimate,5 to 17 years,17.0,89.5,19.0
1498,60129,Estimate,60 years and over,0.0,0.0,93.0
1499,60129,Estimate,65 years and over,0.0,0.0,86.0
1500,60129,Estimate,Related children of householder under 18 years,22.0,52.4,42.0
1501,60129,Estimate,Under 18 years,22.0,52.4,42.0
1502,60129,Estimate,Under 5 years,5.0,21.7,23.0
1503,60129,Margin of Error,18 to 34 years,10.0,19.5,28.0
1504,60129,Margin of Error,18 to 64 years,19.0,18.1,41.0
1505,60129,Margin of Error,35 to 64 years,10.0,18.8,23.0
1506,60129,Margin of Error,5 to 17 years,28.0,44.5,28.0
1507,60129,Margin of Error,60 years and over,12.0,28.7,66.0
1508,60129,Margin of Error,65 years and over,12.0,30.5,66.0
1509,60129,Margin of Error,Related children of householder under 18 years,37.0,52.4,41.0
1510,60129,Margin of Error,Under 18 years,37.0,52.4,41.0
1511,60129,Margin of Error,Under 5 years,10.0,33.0,21.0
1512,60130,Estimate,18 to 34 years,554.0,15.5,3564.0
1513,60130,Estimate,18 to 64 years,993.0,10.4,9538.0
1514,60130,Estimate,35 to 64 years,439.0,7.3,5974.0
1515,60130,Estimate,5 to 17 years,80.0,6.3,1260.0
1516,60130,Estimate,60 years and over,231.0,7.8,2953.0
1517,60130,Estimate,65 years and over,157.0,7.6,2053.0
1518,60130,Estimate,Related children of householder under 18 years,89.0,4.4,2008.0
1519,60130,Estimate,Under 18 years,89.0,4.4,2008.0
1520,60130,Estimate,Under 5 years,9.0,1.2,748.0
1521,60130,Margin of Error,18 to 34 years,235.0,6.2,417.0
1522,60130,Margin of Error,18 to 64 years,306.0,3.2,419.0
1523,60130,Margin of Error,35 to 64 years,162.0,2.8,428.0
1524,60130,Margin of Error,5 to 17 years,83.0,6.3,303.0
1525,60130,Margin of Error,60 years and over,95.0,3.2,454.0
1526,60130,Margin of Error,65 years and over,82.0,3.7,436.0
1527,60130,Margin of Error,Related children of householder under 18 years,90.0,4.4,348.0
1528,60130,Margin of Error,Under 18 years,90.0,4.4,348.0
1529,60130,Margin of Error,Under 5 years,15.0,2.2,272.0
1530,60131,Estimate,18 to 34 years,701.0,15.3,4595.0
1531,60131,Estimate,18 to 64 years,1190.0,10.2,11692.0
1532,60131,Estimate,35 to 64 years,489.0,6.9,7097.0
1533,60131,Estimate,5 to 17 years,635.0,22.5,2827.0
1534,60131,Estimate,60 years and over,275.0,8.0,3442.0
1535,60131,Estimate,65 years and over,201.0,9.5,2111.0
1536,60131,Estimate,Related children of householder under 18 years,821.0,21.3,3852.0
1537,60131,Estimate,Under 18 years,821.0,21.3,3852.0
1538,60131,Estimate,Under 5 years,186.0,18.1,1025.0
1539,60131,Margin of Error,18 to 34 years,337.0,6.8,481.0
1540,60131,Margin of Error,18 to 64 years,472.0,4.1,456.0
1541,60131,Margin of Error,35 to 64 years,233.0,3.4,578.0
1542,60131,Margin of Error,5 to 17 years,317.0,10.5,384.0
1543,60131,Margin of Error,60 years and over,117.0,3.2,371.0
1544,60131,Margin of Error,65 years and over,102.0,4.6,269.0
1545,60131,Margin of Error,Related children of householder under 18 years,373.0,9.1,426.0
1546,60131,Margin of Error,Under 18 years,373.0,9.1,426.0
1547,60131,Margin of Error,Under 5 years,123.0,11.3,260.0
1548,60133,Estimate,18 to 34 years,688.0,7.8,8770.0
1549,60133,Estimate,18 to 64 years,2485.0,10.6,23453.0
1550,60133,Estimate,35 to 64 years,1797.0,12.2,14683.0
1551,60133,Estimate,5 to 17 years,1601.0,18.9,8474.0
1552,60133,Estimate,60 years and over,713.0,12.1,5887.0
1553,60133,Estimate,65 years and over,411.0,10.5,3912.0
1554,60133,Estimate,Related children of householder under 18 years,1876.0,18.5,10147.0
1555,60133,Estimate,Under 18 years,1895.0,18.6,10195.0
1556,60133,Estimate,Under 5 years,294.0,17.1,1721.0
1557,60133,Margin of Error,18 to 34 years,258.0,2.7,642.0
1558,60133,Margin of Error,18 to 64 years,577.0,2.4,631.0
1559,60133,Margin of Error,35 to 64 years,525.0,3.4,653.0
1560,60133,Margin of Error,5 to 17 years,572.0,6.5,802.0
1561,60133,Margin of Error,60 years and over,325.0,5.1,670.0
1562,60133,Margin of Error,65 years and over,205.0,4.9,516.0
1563,60133,Margin of Error,Related children of householder under 18 years,621.0,5.9,742.0
1564,60133,Margin of Error,Under 18 years,621.0,5.9,746.0
1565,60133,Margin of Error,Under 5 years,168.0,8.7,258.0
1566,60134,Estimate,18 to 34 years,133.0,2.8,4689.0
1567,60134,Estimate,18 to 64 years,430.0,2.5,17336.0
1568,60134,Estimate,35 to 64 years,297.0,2.3,12647.0
1569,60134,Estimate,5 to 17 years,259.0,4.2,6229.0
1570,60134,Estimate,60 years and over,253.0,4.5,5597.0
1571,60134,Estimate,65 years and over,172.0,4.5,3840.0
1572,60134,Estimate,Related children of householder under 18 years,312.0,4.1,7670.0
1573,60134,Estimate,Under 18 years,346.0,4.5,7704.0
1574,60134,Estimate,Under 5 years,87.0,5.9,1475.0
1575,60134,Margin of Error,18 to 34 years,119.0,2.5,490.0
1576,60134,Margin of Error,18 to 64 years,185.0,1.1,651.0
1577,60134,Margin of Error,35 to 64 years,142.0,1.1,566.0
1578,60134,Margin of Error,5 to 17 years,147.0,2.3,601.0
1579,60134,Margin of Error,60 years and over,133.0,2.3,663.0
1580,60134,Margin of Error,65 years and over,110.0,2.8,530.0
1581,60134,Margin of Error,Related children of householder under 18 years,171.0,2.2,617.0
1582,60134,Margin of Error,Under 18 years,190.0,2.4,623.0
1583,60134,Margin of Error,Under 5 years,94.0,6.1,351.0
1584,60135,Estimate,18 to 34 years,156.0,8.5,1834.0
1585,60135,Estimate,18 to 64 years,376.0,8.0,4718.0
1586,60135,Estimate,35 to 64 years,220.0,7.6,2884.0
1587,60135,Estimate,5 to 17 years,77.0,9.5,808.0
1588,60135,Estimate,60 years and over,83.0,5.9,1410.0
1589,60135,Estimate,65 years and over,58.0,5.4,1068.0
1590,60135,Estimate,Related children of householder under 18 years,77.0,6.4,1208.0
1591,60135,Estimate,Under 18 years,77.0,6.4,1208.0
1592,60135,Estimate,Under 5 years,0.0,0.0,400.0
1593,60135,Margin of Error,18 to 34 years,106.0,6.0,373.0
1594,60135,Margin of Error,18 to 64 years,227.0,5.0,478.0
1595,60135,Margin of Error,35 to 64 years,155.0,5.4,382.0
1596,60135,Margin of Error,5 to 17 years,79.0,9.0,249.0
1597,60135,Margin of Error,60 years and over,82.0,5.5,307.0
1598,60135,Margin of Error,65 years and over,78.0,6.9,271.0
1599,60135,Margin of Error,Related children of householder under 18 years,79.0,6.1,268.0
1600,60135,Margin of Error,Under 18 years,79.0,6.1,268.0
1601,60135,Margin of Error,Under 5 years,17.0,7.8,178.0
1602,60136,Estimate,18 to 34 years,118.0,8.7,1360.0
1603,60136,Estimate,18 to 64 years,142.0,3.2,4460.0
1604,60136,Estimate,35 to 64 years,24.0,0.8,3100.0
1605,60136,Estimate,5 to 17 years,0.0,0.0,1427.0
1606,60136,Estimate,60 years and over,0.0,0.0,1084.0
1607,60136,Estimate,65 years and over,0.0,0.0,1035.0
1608,60136,Estimate,Related children of householder under 18 years,0.0,0.0,1845.0
1609,60136,Estimate,Under 18 years,0.0,0.0,1845.0
1610,60136,Estimate,Under 5 years,0.0,0.0,418.0
1611,60136,Margin of Error,18 to 34 years,195.0,15.5,559.0
1612,60136,Margin of Error,18 to 64 years,201.0,4.4,539.0
1613,60136,Margin of Error,35 to 64 years,44.0,1.4,926.0
1614,60136,Margin of Error,5 to 17 years,17.0,2.2,337.0
1615,60136,Margin of Error,60 years and over,17.0,3.0,486.0
1616,60136,Margin of Error,65 years and over,17.0,3.1,511.0
1617,60136,Margin of Error,Related children of householder under 18 years,17.0,1.7,439.0
1618,60136,Margin of Error,Under 18 years,17.0,1.7,439.0
1619,60136,Margin of Error,Under 5 years,17.0,7.5,235.0
1620,60137,Estimate,18 to 34 years,615.0,10.2,6018.0
1621,60137,Estimate,18 to 64 years,1217.0,5.6,21662.0
1622,60137,Estimate,35 to 64 years,602.0,3.8,15644.0
1623,60137,Estimate,5 to 17 years,263.0,3.7,7081.0
1624,60137,Estimate,60 years and over,275.0,3.0,9239.0
1625,60137,Estimate,65 years and over,113.0,1.7,6707.0
1626,60137,Estimate,Related children of householder under 18 years,263.0,2.8,9473.0
1627,60137,Estimate,Under 18 years,263.0,2.8,9473.0
1628,60137,Estimate,Under 5 years,0.0,0.0,2392.0
1629,60137,Margin of Error,18 to 34 years,244.0,3.9,594.0
1630,60137,Margin of Error,18 to 64 years,313.0,1.5,748.0
1631,60137,Margin of Error,35 to 64 years,167.0,1.1,575.0
1632,60137,Margin of Error,5 to 17 years,160.0,2.2,524.0
1633,60137,Margin of Error,60 years and over,106.0,1.2,875.0
1634,60137,Margin of Error,65 years and over,62.0,0.9,640.0
1635,60137,Margin of Error,Related children of householder under 18 years,160.0,1.7,557.0
1636,60137,Margin of Error,Under 18 years,160.0,1.7,557.0
1637,60137,Margin of Error,Under 5 years,25.0,1.3,418.0
1638,60139,Estimate,18 to 34 years,715.0,7.6,9444.0
1639,60139,Estimate,18 to 64 years,1756.0,8.0,21873.0
1640,60139,Estimate,35 to 64 years,1041.0,8.4,12429.0
1641,60139,Estimate,5 to 17 years,1041.0,19.0,5474.0
1642,60139,Estimate,60 years and over,227.0,3.7,6057.0
1643,60139,Estimate,65 years and over,156.0,3.7,4237.0
1644,60139,Estimate,Related children of householder under 18 years,1374.0,17.8,7714.0
1645,60139,Estimate,Under 18 years,1419.0,18.3,7759.0
